,date,Status,Device ID,Location,Machine,Product,Category,Transaction,TransDate,Type,RCoil,RPrice,RQty,MCoil,MPrice,MQty,LineTotal,TransTotal,Prcd Date,TransMonth,Latitude,Longitude,best_seller
0,2022-01-01,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,14515778905,"Saturday, January 1, 2022",Credit,148,3.5,1,148,3.5,1,3.5,3.5,1/1/2022,1,40.42402234119813,-74.38261320837535,False
1,2022-01-01,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,14516018629,"Saturday, January 1, 2022",Credit,148,3.5,1,148,3.5,1,3.5,5.0,1/1/2022,1,40.42402234119813,-74.38261320837535,False
2,2022-01-01,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,14516018629,"Saturday, January 1, 2022",Credit,123,1.5,1,123,1.5,1,1.5,5.0,1/1/2022,1,40.42402234119813,-74.38261320837535,True
3,2022-01-01,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Food,14516020373,"Saturday, January 1, 2022",Credit,123,1.5,1,123,1.5,1,1.5,1.5,1/1/2022,1,40.42402234119813,-74.38261320837535,True
4,2022-01-01,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Carbonated,14516021756,"Saturday, January 1, 2022",Credit,148,3.5,1,148,3.5,1,3.5,3.5,1/1/2022,1,40.42402234119813,-74.38261320837535,False
5,2022-01-02,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bai Antioxidant - Brasilia BB,Non Carbonated,14517568743,"Sunday, January 2, 2022",Cash,146,2.5,1,146,2.5,1,2.5,2.5,1/2/2022,1,40.42402234119813,-74.38261320837535,False
6,2022-01-03,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Miss Vickie's Potato Chip - Sea Salt & Vinega,Food,14518731524,"Monday, January 3, 2022",Cash,114,1.5,1,114,1.5,1,1.5,1.5,1/2/2022,1,40.42402234119813,-74.38261320837535,False
7,2022-01-03,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,14519162059,"Monday, January 3, 2022",Credit,110,1.5,1,110,1.5,1,1.5,1.5,1/3/2022,1,39.62814631227117,-74.34345395291756,False
8,2022-01-03,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14519670154,"Monday, January 3, 2022",Credit,144,3.0,1,144,3.0,1,3.0,3.0,1/3/2022,1,40.43573099130568,-74.12521215733176,True
9,2022-01-03,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Seapoint Farms Dry Roasted Edamame - Wasabi,Food,14520315330,"Monday, January 3, 2022",Credit,134,2.5,1,134,2.5,1,2.5,2.5,1/3/2022,1,39.62814631227117,-74.34345395291756,False
10,2022-01-03,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,14520522827,"Monday, January 3, 2022",Cash,143,2.5,1,143,2.5,1,2.5,2.5,1/3/2022,1,40.43573099130568,-74.12521215733176,True
11,2022-01-03,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Skinny Pop Popcorn,Food,14520523909,"Monday, January 3, 2022",Cash,111,1.5,1,111,1.5,1,1.5,1.5,1/3/2022,1,40.43573099130568,-74.12521215733176,False
12,2022-01-03,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Stretch Island Fruit Leathers Snacks - Variet,Food,14520526471,"Monday, January 3, 2022",Cash,131,1.0,1,131,1.0,1,1.0,1.0,1/3/2022,1,40.43573099130568,-74.12521215733176,False
13,2022-01-03,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,KitKat - Crisp Wafers,Food,14520549978,"Monday, January 3, 2022",Credit,136,1.75,1,136,1.75,1,1.75,1.75,1/3/2022,1,39.62814631227117,-74.34345395291756,True
14,2022-01-03,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Skinny Pop Popcorn,Food,14520565434,"Monday, January 3, 2022",Cash,111,1.5,1,111,1.5,1,1.5,1.5,1/3/2022,1,40.43573099130568,-74.12521215733176,False
15,2022-01-03,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14520852487,"Monday, January 3, 2022",Cash,132,2.0,1,132,2.0,1,2.0,2.0,1/3/2022,1,39.62814631227117,-74.34345395291756,True
16,2022-01-03,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14521022594,"Monday, January 3, 2022",Cash,132,2.0,1,132,2.0,1,2.0,2.0,1/3/2022,1,39.62814631227117,-74.34345395291756,True
17,2022-01-03,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,14521288291,"Monday, January 3, 2022",Credit,146,3.0,1,146,3.0,1,3.0,3.0,1/3/2022,1,40.42402234119813,-74.38261320837535,True
18,2022-01-03,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Snapple Diet Tea - Lemon,Non Carbonated,14521610477,"Monday, January 3, 2022",Cash,143,2.5,1,143,2.5,1,2.5,2.5,1/3/2022,1,40.43573099130568,-74.12521215733176,True
19,2022-01-03,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14522404967,"Monday, January 3, 2022",Cash,146,3.0,1,146,3.0,1,3.0,3.0,1/3/2022,1,40.43573099130568,-74.12521215733176,True
20,2022-01-03,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,14522580949,"Monday, January 3, 2022",Cash,144,3.0,1,144,3.0,1,3.0,3.0,1/3/2022,1,40.43573099130568,-74.12521215733176,True
21,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Spindrift - Sparkling Water  Lime,Carbonated,14522634264,"Tuesday, January 4, 2022",Cash,140,1.0,1,140,1.0,1,1.0,1.0,1/3/2022,1,40.43573099130568,-74.12521215733176,False
22,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14522634805,"Tuesday, January 4, 2022",Cash,134,2.0,1,134,2.0,1,2.0,2.0,1/3/2022,1,40.43573099130568,-74.12521215733176,True
23,2022-01-04,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Miss Vickie's Potato Chip - Sea Salt Original,Food,14522946212,"Tuesday, January 4, 2022",Credit,114,1.5,1,114,1.5,1,1.5,1.5,1/4/2022,1,40.42402234119813,-74.38261320837535,False
24,2022-01-04,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Food,14522947106,"Tuesday, January 4, 2022",Credit,130,2.0,2,130,2.0,2,4.0,4.0,1/4/2022,1,40.42402234119813,-74.38261320837535,True
25,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Jacks Links Bar Beef Strip,Food,14524620560,"Tuesday, January 4, 2022",Cash,137,2.0,1,137,2.0,1,2.0,2.0,1/4/2022,1,40.43573099130568,-74.12521215733176,False
26,2022-01-04,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14524674062,"Tuesday, January 4, 2022",Cash,132,2.0,1,132,2.0,1,2.0,2.0,1/4/2022,1,39.62814631227117,-74.34345395291756,True
27,2022-01-04,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Vitamin Water - XXX Acai BB Pomegranate,Water,14525272529,"Tuesday, January 4, 2022",Cash,147,2.75,1,147,2.75,1,2.75,2.75,1/4/2022,1,40.42402234119813,-74.38261320837535,False
28,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,14526266403,"Tuesday, January 4, 2022",Cash,122,1.5,1,122,1.5,1,1.5,1.5,1/4/2022,1,40.43573099130568,-74.12521215733176,True
29,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14526267747,"Tuesday, January 4, 2022",Cash,134,2.0,1,134,2.0,1,2.0,2.0,1/4/2022,1,40.43573099130568,-74.12521215733176,True
30,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,14526269922,"Tuesday, January 4, 2022",Cash,122,1.5,1,122,1.5,1,1.5,1.5,1/4/2022,1,40.43573099130568,-74.12521215733176,True
31,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Spindrift - Sparkling Water  Lime,Carbonated,14526308615,"Tuesday, January 4, 2022",Cash,140,1.0,1,140,1.0,1,1.0,1.0,1/4/2022,1,40.43573099130568,-74.12521215733176,False
32,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Spindrift - Sparkling Water  Lime,Carbonated,14526311069,"Tuesday, January 4, 2022",Cash,140,1.0,1,140,1.0,1,1.0,1.0,1/4/2022,1,40.43573099130568,-74.12521215733176,False
33,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Food,14526315544,"Tuesday, January 4, 2022",Cash,138,1.0,1,138,1.0,1,1.0,1.0,1/4/2022,1,40.43573099130568,-74.12521215733176,False
34,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,14526868345,"Tuesday, January 4, 2022",Cash,122,1.5,1,122,1.5,1,1.5,1.5,1/4/2022,1,40.43573099130568,-74.12521215733176,True
35,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Oreo Mini,Food,14527060118,"Tuesday, January 4, 2022",Cash,123,1.5,1,123,1.5,1,1.5,1.5,1/4/2022,1,40.43573099130568,-74.12521215733176,True
36,2022-01-04,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutter Butter Bites,Food,14527060163,"Tuesday, January 4, 2022",Cash,124,1.5,1,124,1.5,1,1.5,1.5,1/4/2022,1,40.43573099130568,-74.12521215733176,False
37,2022-01-05,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Monster Energy Original,Carbonated,14527909078,"Wednesday, January 5, 2022",Credit,146,3.0,1,146,3.0,1,3.0,3.0,1/5/2022,1,40.42402234119813,-74.38261320837535,True
38,2022-01-05,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Jack Links Beef Steak Original,Food,14528521163,"Wednesday, January 5, 2022",Credit,133,2.0,1,133,2.0,1,2.0,2.0,1/5/2022,1,40.43573099130568,-74.12521215733176,False
39,2022-01-05,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,14529356146,"Wednesday, January 5, 2022",Cash,133,2.0,1,133,2.0,1,2.0,2.0,1/5/2022,1,39.62814631227117,-74.34345395291756,True
40,2022-01-05,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14529986281,"Wednesday, January 5, 2022",Cash,132,2.0,1,132,2.0,1,2.0,2.0,1/5/2022,1,39.62814631227117,-74.34345395291756,True
41,2022-01-05,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Skinny Pop Popcorn,Food,14531183749,"Wednesday, January 5, 2022",Cash,111,1.5,1,111,1.5,1,1.5,1.5,1/5/2022,1,40.43573099130568,-74.12521215733176,False
42,2022-01-05,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Food,14531184665,"Wednesday, January 5, 2022",Cash,112,1.5,1,112,1.5,1,1.5,1.5,1/5/2022,1,40.43573099130568,-74.12521215733176,False
43,2022-01-05,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Food,14531187276,"Wednesday, January 5, 2022",Cash,138,1.0,1,138,1.0,1,1.0,1.0,1/5/2022,1,40.43573099130568,-74.12521215733176,False
44,2022-01-05,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Nutter Butter Bites,Food,14531630062,"Wednesday, January 5, 2022",Cash,124,1.5,1,124,1.5,1,1.5,1.5,1/5/2022,1,40.43573099130568,-74.12521215733176,False
45,2022-01-05,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Food,14531739810,"Wednesday, January 5, 2022",Cash,138,1.0,1,138,1.0,1,1.0,1.0,1/5/2022,1,40.43573099130568,-74.12521215733176,False
46,2022-01-06,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,14532003173,"Thursday, January 6, 2022",Cash,114,1.5,1,114,1.5,1,1.5,1.5,1/6/2022,1,40.43573099130568,-74.12521215733176,False
47,2022-01-06,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,14533110987,"Thursday, January 6, 2022",Cash,145,2.5,1,145,2.5,1,2.5,2.5,1/6/2022,1,39.62814631227117,-74.34345395291756,True
48,2022-01-06,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,14533291930,"Thursday, January 6, 2022",Cash,143,2.0,1,143,2.0,1,2.0,2.0,1/6/2022,1,40.42402234119813,-74.38261320837535,False
49,2022-01-06,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14533912503,"Thursday, January 6, 2022",Cash,132,2.0,1,132,2.0,1,2.0,2.0,1/6/2022,1,39.62814631227117,-74.34345395291756,True
50,2022-01-06,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14534190801,"Thursday, January 6, 2022",Cash,132,2.0,1,132,2.0,1,2.0,2.0,1/6/2022,1,39.62814631227117,-74.34345395291756,True
51,2022-01-06,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,14534436227,"Thursday, January 6, 2022",Cash,132,2.0,1,132,2.0,1,2.0,2.0,1/6/2022,1,39.62814631227117,-74.34345395291756,True
52,2022-01-06,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14534931183,"Thursday, January 6, 2022",Cash,120,1.5,1,120,1.5,1,1.5,1.5,1/6/2022,1,40.43573099130568,-74.12521215733176,False
53,2022-01-06,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,14534948803,"Thursday, January 6, 2022",Cash,114,1.5,1,114,1.5,1,1.5,1.5,1/6/2022,1,40.43573099130568,-74.12521215733176,False
54,2022-01-06,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Newtons Fig Bar,Food,14534949842,"Thursday, January 6, 2022",Cash,136,1.5,1,136,1.5,1,1.5,1.5,1/6/2022,1,40.43573099130568,-74.12521215733176,False
55,2022-01-06,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14535309081,"Thursday, January 6, 2022",Cash,134,2.0,1,134,2.0,1,2.0,2.0,1/6/2022,1,40.43573099130568,-74.12521215733176,True
56,2022-01-06,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Food,14535945579,"Thursday, January 6, 2022",Cash,122,1.5,1,122,1.5,1,1.5,1.5,1/6/2022,1,40.42402234119813,-74.38261320837535,True
57,2022-01-06,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bai Antioxidant - Brasilia BB,Non Carbonated,14535978454,"Thursday, January 6, 2022",Cash,146,2.5,1,146,2.5,1,2.5,2.5,1/6/2022,1,40.42402234119813,-74.38261320837535,False
58,2022-01-07,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Food,14536628655,"Friday, January 7, 2022",Cash,114,1.5,1,114,1.5,1,1.5,1.5,1/7/2022,1,40.43573099130568,-74.12521215733176,False
59,2022-01-07,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,14537349549,"Friday, January 7, 2022",Cash,145,2.5,1,145,2.5,1,2.5,2.5,1/7/2022,1,39.62814631227117,-74.34345395291756,True
60,2022-01-07,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Bubly - Grapefruit,Water,14539507650,"Friday, January 7, 2022",Cash,142,1.5,1,142,1.5,1,1.5,1.5,1/7/2022,1,40.42402234119813,-74.38261320837535,False
61,2022-01-07,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,14539513305,"Friday, January 7, 2022",Cash,144,1.5,1,144,1.5,1,1.5,1.5,1/7/2022,1,40.42402234119813,-74.38261320837535,True
62,2022-01-07,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,14539683541,"Friday, January 7, 2022",Cash,134,2.0,1,134,2.0,1,2.0,2.0,1/7/2022,1,40.43573099130568,-74.12521215733176,True
63,2022-01-07,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Oreo Mini,Food,14540735288,"Friday, January 7, 2022",Cash,123,1.5,1,123,1.5,1,1.5,1.5,1/7/2022,1,40.43573099130568,-74.12521215733176,True
64,2022-01-07,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Oreo Mini,Food,14540737437,"Friday, January 7, 2022",Cash,123,1.5,1,123,1.5,1,1.5,1.5,1/7/2022,1,40.43573099130568,-74.12521215733176,True
65,2022-01-08,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14541059295,"Saturday, January 8, 2022",Cash,121,1.5,1,121,1.5,1,1.5,1.5,1/8/2022,1,40.43573099130568,-74.12521215733176,True
66,2022-01-08,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14541060237,"Saturday, January 8, 2022",Cash,121,1.5,1,121,1.5,1,1.5,1.5,1/8/2022,1,40.43573099130568,-74.12521215733176,True
67,2022-01-08,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Chum Fruit Bites - Mango/Strawberry,Food,14541788105,"Saturday, January 8, 2022",Credit,124,1.25,1,124,1.25,1,1.25,1.25,1/8/2022,1,40.42402234119813,-74.38261320837535,False
68,2022-01-08,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Non Carbonated,14542451941,"Saturday, January 8, 2022",Cash,145,2.5,1,145,2.5,1,2.5,2.5,1/8/2022,1,40.42402234119813,-74.38261320837535,False
69,2022-01-08,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Zevia Zero Calorie Energy - Mango Ginger,Non Carbonated,14542482305,"Saturday, January 8, 2022",Cash,148,2.5,1,148,2.5,1,2.5,2.5,1/8/2022,1,40.42402234119813,-74.38261320837535,False
70,2022-01-08,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Poland Springs Water,Water,14542483837,"Saturday, January 8, 2022",Cash,144,1.5,1,144,1.5,1,1.5,1.5,1/8/2022,1,40.42402234119813,-74.38261320837535,True
71,2022-01-08,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,V8 Vegetable Juice - Original,Non Carbonated,14542819137,"Saturday, January 8, 2022",Cash,142,1.5,1,142,1.5,1,1.5,1.5,1/8/2022,1,39.62814631227117,-74.34345395291756,False
72,2022-01-08,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,BodyArmor LYTE  - Peach Mango,Water,14542825549,"Saturday, January 8, 2022",Cash,148,2.0,1,148,2.0,1,2.0,2.0,1/8/2022,1,39.62814631227117,-74.34345395291756,False
73,2022-01-08,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Food,14543096083,"Saturday, January 8, 2022",Cash,125,1.5,1,125,1.5,1,1.5,1.5,1/8/2022,1,40.42402234119813,-74.38261320837535,True
74,2022-01-08,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Food,14543096516,"Saturday, January 8, 2022",Cash,125,1.5,1,125,1.5,1,1.5,1.5,1/8/2022,1,40.42402234119813,-74.38261320837535,True
75,2022-01-08,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Food,14543336255,"Saturday, January 8, 2022",Credit,110,1.5,1,110,1.5,1,1.5,1.5,1/8/2022,1,40.42402234119813,-74.38261320837535,False
76,2022-01-09,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Good Health Veggie Stix - Sea Salt,Food,14544244171,"Sunday, January 9, 2022",Cash,113,1.5,1,113,1.5,1,1.5,1.5,1/9/2022,1,39.62814631227117,-74.34345395291756,False
77,2022-01-09,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,14545364044,"Sunday, January 9, 2022",Cash,143,2.5,1,143,2.5,1,2.5,2.5,1/9/2022,1,40.42402234119813,-74.38261320837535,True
78,2022-01-10,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,14546537768,"Monday, January 10, 2022",Cash,111,1.5,1,111,1.5,1,1.5,1.5,1/10/2022,1,39.62814631227117,-74.34345395291756,True
79,2022-01-10,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,14546538857,"Monday, January 10, 2022",Cash,111,1.5,1,111,1.5,1,1.5,1.5,1/10/2022,1,39.62814631227117,-74.34345395291756,True
80,2022-01-10,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,14548352210,"Monday, January 10, 2022",Cash,133,2.0,1,133,2.0,1,2.0,2.0,1/10/2022,1,39.62814631227117,-74.34345395291756,True
81,2022-01-10,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,14548805292,"Monday, January 10, 2022",Cash,138,2.0,1,138,2.0,1,2.0,2.0,1/10/2022,1,39.62814631227117,-74.34345395291756,False
82,2022-01-10,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Food,14549326831,"Monday, January 10, 2022",Credit,110,1.5,1,110,1.5,1,1.5,1.5,1/10/2022,1,40.42402234119813,-74.38261320837535,False
83,2022-01-10,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14550134896,"Monday, January 10, 2022",Cash,120,1.5,1,120,1.5,1,1.5,1.5,1/10/2022,1,40.43573099130568,-74.12521215733176,False
84,2022-01-10,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14550138968,"Monday, January 10, 2022",Cash,120,1.5,1,120,1.5,1,1.5,1.5,1/10/2022,1,40.43573099130568,-74.12521215733176,False
85,2022-01-10,Processed,VJ300205292,Brunswick Sq Mall,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Non Carbonated,14550655562,"Monday, January 10, 2022",Credit,143,2.5,1,143,2.5,1,2.5,2.5,1/10/2022,1,40.42402234119813,-74.38261320837535,True
86,2022-01-10,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Larabar - Peanut Butter chocolate Chip,Food,14550656367,"Monday, January 10, 2022",Credit,133,2.0,1,133,2.0,1,2.0,2.0,1/10/2022,1,40.42402234119813,-74.38261320837535,False
87,2022-01-11,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14550871574,"Tuesday, January 11, 2022",Cash,121,1.5,1,121,1.5,1,1.5,1.5,1/11/2022,1,40.43573099130568,-74.12521215733176,True
88,2022-01-11,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Non Carbonated,14551808042,"Tuesday, January 11, 2022",Cash,145,2.5,1,145,2.5,1,2.5,2.5,1/11/2022,1,39.62814631227117,-74.34345395291756,True
89,2022-01-11,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Food,14552516890,"Tuesday, January 11, 2022",Cash,111,1.5,1,111,1.5,1,1.5,1.5,1/11/2022,1,39.62814631227117,-74.34345395291756,True
90,2022-01-11,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14552733245,"Tuesday, January 11, 2022",Credit,121,1.5,1,121,1.5,1,1.5,1.5,1/11/2022,1,40.43573099130568,-74.12521215733176,True
91,2022-01-11,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Water,14552862313,"Tuesday, January 11, 2022",Credit,143,2.0,1,143,2.0,1,2.0,2.0,1/11/2022,1,40.42402234119813,-74.38261320837535,False
92,2022-01-11,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,14552937252,"Tuesday, January 11, 2022",Cash,133,2.0,1,133,2.0,1,2.0,2.0,1/11/2022,1,39.62814631227117,-74.34345395291756,True
93,2022-01-11,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Carbonated,14552939523,"Tuesday, January 11, 2022",Cash,138,2.0,1,138,2.0,1,2.0,2.0,1/11/2022,1,39.62814631227117,-74.34345395291756,False
94,2022-01-11,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,14553464403,"Tuesday, January 11, 2022",Cash,112,1.5,1,112,1.5,1,1.5,1.5,1/11/2022,1,39.62814631227117,-74.34345395291756,True
95,2022-01-11,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Mini Chips Ahoy,Food,14554766171,"Tuesday, January 11, 2022",Cash,120,1.5,1,120,1.5,1,1.5,1.5,1/11/2022,1,40.43573099130568,-74.12521215733176,False
96,2022-01-11,Processed,VJ300320609,GuttenPlans,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Food,14554772789,"Tuesday, January 11, 2022",Cash,121,1.5,1,121,1.5,1,1.5,1.5,1/11/2022,1,40.43573099130568,-74.12521215733176,True
97,2022-01-12,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,SunChips Multigrain - Salsa,Food,14556408318,"Wednesday, January 12, 2022",Credit,112,1.5,1,112,1.5,1,1.5,1.5,1/12/2022,1,39.62814631227117,-74.34345395291756,True
98,2022-01-12,Processed,VJ300320686,Earle Asphalt,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Food,14557931817,"Wednesday, January 12, 2022",Cash,110,1.5,1,110,1.5,1,1.5,1.5,1/12/2022,1,39.62814631227117,-74.34345395291756,False
99,2022-01-12,Processed,VJ300320611,Brunswick Sq Mall,BSQ Mall x1366 - ATT,Bai Antioxidant - Molokai Coconut,Non Carbonated,14558327394,"Wednesday, January 12, 2022",Cash,144,2.5,1,144,2.5,1,2.5,2.5,1/12/2022,1,40.42402234119813,-74.38261320837535,False
